DimR	Assay	G-protein	Layer	Score
PCA	IUPHAR	GNA14	9	0.025
PCA	IUPHAR	GNA14	10	0.025
PCA	IUPHAR	GNA14	11	0.025
PCA	IUPHAR	GNA14	6	0.024
PCA	IUPHAR	GNA14	8	0.02
PCA	IUPHAR	GNA14	23	0.02
PCA	IUPHAR	GNA14	12	0.018
PCA	IUPHAR	GNA14	30	0.018
PCA	IUPHAR	GNA14	7	0.017
PCA	IUPHAR	GNA14	27	0.016
PCA	IUPHAR	GNA14	13	0.015
PCA	IUPHAR	GNA14	18	0.015
PCA	IUPHAR	GNA14	19	0.015
PCA	IUPHAR	GNA14	20	0.015
PCA	IUPHAR	GNA14	24	0.015
PCA	IUPHAR	GNA14	28	0.014
PCA	IUPHAR	GNA14	22	0.012
PCA	IUPHAR	GNA14	29	0.011
PCA	IUPHAR	GNA14	0	0.01
PCA	IUPHAR	GNA14	26	0.009
PCA	IUPHAR	GNA14	16	0.008
PCA	IUPHAR	GNA14	25	0.008
PCA	IUPHAR	GNA14	31	0.007
PCA	IUPHAR	GNA14	14	0.006
PCA	IUPHAR	GNA14	32	0.006
PCA	IUPHAR	GNA14	5	0.005
PCA	IUPHAR	GNA14	15	0.005
PCA	IUPHAR	GNA14	17	0.005
PCA	IUPHAR	GNA14	4	0.003
PCA	IUPHAR	GNA14	3	0.002
PCA	IUPHAR	GNA14	1	0.001
PCA	IUPHAR	GNA14	2	0.001
PCA	IUPHAR	GNA14	21	0.001
PCA	IUPHAR	GNA14	33	0.001
PCA	IUPHAR	GNA13	5	0.004
PCA	IUPHAR	GNA13	6	0.004
PCA	IUPHAR	GNA13	1	0.003
PCA	IUPHAR	GNA13	3	0.002
PCA	IUPHAR	GNA13	23	0.002
PCA	IUPHAR	GNA13	0	0.001
PCA	IUPHAR	GNA13	4	0.001
PCA	IUPHAR	GNA13	7	0.001
PCA	IUPHAR	GNA13	9	0.001
PCA	IUPHAR	GNA13	10	0.001
PCA	IUPHAR	GNA13	11	0.001
PCA	IUPHAR	GNA13	12	0.001
PCA	IUPHAR	GNA13	15	0.001
PCA	IUPHAR	GNA13	22	0.001
PCA	IUPHAR	GNA13	28	0.001
PCA	IUPHAR	GNA13	33	0.001
PCA	IUPHAR	GNA13	2	0.0
PCA	IUPHAR	GNA13	8	0.0
PCA	IUPHAR	GNA13	13	0.0
PCA	IUPHAR	GNA13	14	0.0
PCA	IUPHAR	GNA13	16	0.0
PCA	IUPHAR	GNA13	17	0.0
PCA	IUPHAR	GNA13	18	0.0
PCA	IUPHAR	GNA13	19	0.0
PCA	IUPHAR	GNA13	20	0.0
PCA	IUPHAR	GNA13	21	0.0
PCA	IUPHAR	GNA13	24	0.0
PCA	IUPHAR	GNA13	25	0.0
PCA	IUPHAR	GNA13	26	0.0
PCA	IUPHAR	GNA13	27	0.0
PCA	IUPHAR	GNA13	29	0.0
PCA	IUPHAR	GNA13	30	0.0
PCA	IUPHAR	GNA13	31	0.0
PCA	IUPHAR	GNA13	32	0.0
PCA	IUPHAR	GNA12	5	0.004
PCA	IUPHAR	GNA12	6	0.004
PCA	IUPHAR	GNA12	1	0.003
PCA	IUPHAR	GNA12	3	0.002
PCA	IUPHAR	GNA12	23	0.002
PCA	IUPHAR	GNA12	0	0.001
PCA	IUPHAR	GNA12	4	0.001
PCA	IUPHAR	GNA12	7	0.001
PCA	IUPHAR	GNA12	9	0.001
PCA	IUPHAR	GNA12	10	0.001
PCA	IUPHAR	GNA12	11	0.001
PCA	IUPHAR	GNA12	12	0.001
PCA	IUPHAR	GNA12	15	0.001
PCA	IUPHAR	GNA12	22	0.001
PCA	IUPHAR	GNA12	28	0.001
PCA	IUPHAR	GNA12	33	0.001
PCA	IUPHAR	GNA12	2	0.0
PCA	IUPHAR	GNA12	8	0.0
PCA	IUPHAR	GNA12	13	0.0
PCA	IUPHAR	GNA12	14	0.0
PCA	IUPHAR	GNA12	16	0.0
PCA	IUPHAR	GNA12	17	0.0
PCA	IUPHAR	GNA12	18	0.0
PCA	IUPHAR	GNA12	19	0.0
PCA	IUPHAR	GNA12	20	0.0
PCA	IUPHAR	GNA12	21	0.0
PCA	IUPHAR	GNA12	24	0.0
PCA	IUPHAR	GNA12	25	0.0
PCA	IUPHAR	GNA12	26	0.0
PCA	IUPHAR	GNA12	27	0.0
PCA	IUPHAR	GNA12	29	0.0
PCA	IUPHAR	GNA12	30	0.0
PCA	IUPHAR	GNA12	31	0.0
PCA	IUPHAR	GNA12	32	0.0
PCA	IUPHAR	GNA11	9	0.025
PCA	IUPHAR	GNA11	10	0.025
PCA	IUPHAR	GNA11	11	0.025
PCA	IUPHAR	GNA11	6	0.024
PCA	IUPHAR	GNA11	8	0.02
PCA	IUPHAR	GNA11	23	0.02
PCA	IUPHAR	GNA11	12	0.018
PCA	IUPHAR	GNA11	30	0.018
PCA	IUPHAR	GNA11	7	0.017
PCA	IUPHAR	GNA11	27	0.016
PCA	IUPHAR	GNA11	13	0.015
PCA	IUPHAR	GNA11	18	0.015
PCA	IUPHAR	GNA11	19	0.015
PCA	IUPHAR	GNA11	20	0.015
PCA	IUPHAR	GNA11	24	0.015
PCA	IUPHAR	GNA11	28	0.014
PCA	IUPHAR	GNA11	22	0.012
PCA	IUPHAR	GNA11	29	0.011
PCA	IUPHAR	GNA11	0	0.01
PCA	IUPHAR	GNA11	26	0.009
PCA	IUPHAR	GNA11	16	0.008
PCA	IUPHAR	GNA11	25	0.008
PCA	IUPHAR	GNA11	31	0.007
PCA	IUPHAR	GNA11	14	0.006
PCA	IUPHAR	GNA11	32	0.006
PCA	IUPHAR	GNA11	5	0.005
PCA	IUPHAR	GNA11	15	0.005
PCA	IUPHAR	GNA11	17	0.005
PCA	IUPHAR	GNA11	4	0.003
PCA	IUPHAR	GNA11	3	0.002
PCA	IUPHAR	GNA11	1	0.001
PCA	IUPHAR	GNA11	2	0.001
PCA	IUPHAR	GNA11	21	0.001
PCA	IUPHAR	GNA11	33	0.001
