"## GtoPdb Version: 2022.1 - published: 2022-03-31"
"UniProtKB ID"	"Species"	"GtoPdb IUPHAR Name"	"GtoPdb IUPHAR ID"	"GtP URL"
"P05141"	"Human"	"Mitochondrial adenine nucleotide translocator 2"	"1063"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1063"
"P51881"	"Mouse"	"Mitochondrial adenine nucleotide translocator 2"	"1063"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1063"
"Q09073"	"Rat"	"Mitochondrial adenine nucleotide translocator 2"	"1063"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1063"
"P12236"	"Human"	"Mitochondrial adenine nucleotide translocator 3"	"1064"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1064"
"Q9H0C2"	"Human"	"Mitochondrial adenine nucleotide translocator 4"	"1065"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1065"
"Q3V132"	"Mouse"	"Mitochondrial adenine nucleotide translocator 4"	"1065"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1065"
"Q9NZJ7"	"Human"	"mitochondrial carrier 1"	"2554"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2554"
"Q791T5"	"Mouse"	"mitochondrial carrier 1"	"2554"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2554"
"Q9Y6C9"	"Human"	"mitochondrial carrier 2"	"2555"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2555"
"Q791V5"	"Mouse"	"mitochondrial carrier 2"	"2555"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2555"
"P53007"	"Human"	"Mitochondrial citrate transporter"	"1051"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1051"
"P32089"	"Rat"	"Mitochondrial citrate transporter"	"1051"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1051"
"Q9UBX3"	"Human"	"Mitochondrial dicarboxylate transporter"	"1052"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1052"
"Q9QZD8"	"Mouse"	"Mitochondrial dicarboxylate transporter"	"1052"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1052"
"Q9H936"	"Human"	"Mitochondrial glutamate carrier 1"	"1058"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1058"
"Q9D6M3"	"Mouse"	"Mitochondrial glutamate carrier 1"	"1058"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1058"
"Q9H1K4"	"Human"	"Mitochondrial glutamate carrier 2"	"1056"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1056"
"Q9DB41"	"Mouse"	"Mitochondrial glutamate carrier 2"	"1056"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1056"
"Q505J6"	"Rat"	"Mitochondrial glutamate carrier 2"	"1056"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1056"
"Q9Y619"	"Human"	"Mitochondrial ornithine transporter 1 "	"1060"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1060"
"Q9WVD5"	"Mouse"	"Mitochondrial ornithine transporter 1 "	"1060"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1060"
"Q9BXI2"	"Human"	"Mitochondrial ornithine transporter 2"	"1059"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1059"
"Q9BQT8"	"Human"	"Mitochondrial oxodicarboxylate carrier"	"1057"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1057"
"Q8BZ09"	"Mouse"	"Mitochondrial oxodicarboxylate carrier"	"1057"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1057"
"Q99JD3"	"Rat"	"Mitochondrial oxodicarboxylate carrier"	"1057"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1057"
"Q02978"	"Human"	"Mitochondrial oxoglutarate carrier"	"1053"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1053"
"Q9CR62"	"Mouse"	"Mitochondrial oxoglutarate carrier"	"1053"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1053"
"P97700"	"Rat"	"Mitochondrial oxoglutarate carrier"	"1053"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1053"
"Q00325"	"Human"	"Mitochondrial phosphate carrier"	"1061"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1061"
"Q8VEM8"	"Mouse"	"Mitochondrial phosphate carrier"	"1061"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1061"
"P16036"	"Rat"	"Mitochondrial phosphate carrier"	"1061"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1061"
"Q6NUK1"	"Human"	"Mitochondrial phosphate carrier 1"	"1077"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1077"
"Q8BMD8"	"Mouse"	"Mitochondrial phosphate carrier 1"	"1077"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1077"
"Q9BV35"	"Human"	"Mitochondrial phosphate carrier 2"	"1078"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1078"
"Q6GQS1"	"Mouse"	"Mitochondrial phosphate carrier 2"	"1078"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1078"
"Q6KCM7"	"Human"	"Mitochondrial phosphate carrier 3"	"1079"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1079"
"A2ASZ8"	"Mouse"	"Mitochondrial phosphate carrier 3"	"1079"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1079"
"Q8K3P6"	"Rat"	"Mitochondrial phosphate carrier 3"	"1079"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1079"
"Q9Y5U8"	"Human"	"mitochondrial pyruvate carrier 1"	"3022"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3022"
"P63030"	"Mouse"	"mitochondrial pyruvate carrier 1"	"3022"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3022"
"P63031"	"Rat"	"mitochondrial pyruvate carrier 1"	"3022"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3022"
"P0DKB6"	"Human"	"mitochondrial pyruvate carrier 1 like"	"3024"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3024"
"O95563"	"Human"	"mitochondrial pyruvate carrier 2"	"3023"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3023"
"Q9D023"	"Mouse"	"mitochondrial pyruvate carrier 2"	"3023"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3023"
"P38718"	"Rat"	"mitochondrial pyruvate carrier 2"	"3023"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3023"
"Q9NYZ2"	"Human"	"Mitoferrin1"	"1088"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1088"
"Q920G8"	"Mouse"	"Mitoferrin1"	"1088"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1088"
"Q66H23"	"Rat"	"Mitoferrin1"	"1088"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1088"
"Q96A46"	"Human"	"Mitoferrin2"	"1080"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1080"
"Q8R0Z5"	"Mouse"	"Mitoferrin2"	"1080"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1080"
"Q8IWA4"	"Human"	"mitofusin 1"	"3130"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3130"
"O95140"	"Human"	"mitofusin 2"	"3131"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3131"
"Q80U63"	"Mouse"	"mitofusin 2"	"3131"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3131"
"P28482"	"Human"	"mitogen-activated protein kinase 1"	"1495"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1495"
"P63085"	"Mouse"	"mitogen-activated protein kinase 1"	"1495"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1495"
"P63086"	"Rat"	"mitogen-activated protein kinase 1"	"1495"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1495"
"P53779"	"Human"	"mitogen-activated protein kinase 10"	"1498"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1498"
"E9QN59"	"Mouse"	"mitogen-activated protein kinase 10"	"1498"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1498"
"P49187"	"Rat"	"mitogen-activated protein kinase 10"	"1498"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1498"
"Q15759"	"Human"	"mitogen-activated protein kinase 11"	"1500"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1500"
"Q9WUI1"	"Mouse"	"mitogen-activated protein kinase 11"	"1500"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1500"
"P53778"	"Human"	"mitogen-activated protein kinase 12"	"1501"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1501"
"O08911"	"Mouse"	"mitogen-activated protein kinase 12"	"1501"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1501"
"Q63538"	"Rat"	"mitogen-activated protein kinase 12"	"1501"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1501"
"O15264"	"Human"	"mitogen-activated protein kinase 13"	"1502"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1502"
"Q9Z1B7"	"Mouse"	"mitogen-activated protein kinase 13"	"1502"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1502"
"Q9WTY9"	"Rat"	"mitogen-activated protein kinase 13"	"1502"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1502"
"Q16539"	"Human"	"mitogen-activated protein kinase 14"	"1499"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1499"
"P47811"	"Mouse"	"mitogen-activated protein kinase 14"	"1499"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1499"
"P70618"	"Rat"	"mitogen-activated protein kinase 14"	"1499"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1499"
"Q8TD08"	"Human"	"mitogen-activated protein kinase 15"	"2090"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2090"
"Q80Y86"	"Mouse"	"mitogen-activated protein kinase 15"	"2090"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2090"
"Q9Z2A6"	"Rat"	"mitogen-activated protein kinase 15"	"2090"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2090"
"P27361"	"Human"	"mitogen-activated protein kinase 3"	"1494"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1494"
"Q63844"	"Mouse"	"mitogen-activated protein kinase 3"	"1494"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1494"
"P21708"	"Rat"	"mitogen-activated protein kinase 3"	"1494"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1494"
"P31152"	"Human"	"mitogen-activated protein kinase 4"	"2091"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2091"
"Q6P5G0"	"Mouse"	"mitogen-activated protein kinase 4"	"2091"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2091"
"Q63454"	"Rat"	"mitogen-activated protein kinase 4"	"2091"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2091"
"Q16659"	"Human"	"mitogen-activated protein kinase 6"	"2092"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2092"
"Q61532"	"Mouse"	"mitogen-activated protein kinase 6"	"2092"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2092"
"P27704"	"Rat"	"mitogen-activated protein kinase 6"	"2092"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2092"
"Q13164"	"Human"	"mitogen-activated protein kinase 7"	"2093"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2093"
"Q9WVS8"	"Mouse"	"mitogen-activated protein kinase 7"	"2093"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2093"
"P0C865"	"Rat"	"mitogen-activated protein kinase 7"	"2093"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2093"
"P45983"	"Human"	"mitogen-activated protein kinase 8"	"1496"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1496"
"Q91Y86"	"Mouse"	"mitogen-activated protein kinase 8"	"1496"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1496"
"P49185"	"Rat"	"mitogen-activated protein kinase 8"	"1496"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1496"
"P45984"	"Human"	"mitogen-activated protein kinase 9"	"1497"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1497"
"Q9WTU6"	"Mouse"	"mitogen-activated protein kinase 9"	"1497"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1497"
"P49186"	"Rat"	"mitogen-activated protein kinase 9"	"1497"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1497"
"Q02750"	"Human"	"mitogen-activated protein kinase kinase 1"	"2062"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2062"
"P31938"	"Mouse"	"mitogen-activated protein kinase kinase 1"	"2062"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2062"
"Q01986"	"Rat"	"mitogen-activated protein kinase kinase 1"	"2062"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2062"
"P36507"	"Human"	"mitogen-activated protein kinase kinase 2"	"2063"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2063"
"Q63932"	"Mouse"	"mitogen-activated protein kinase kinase 2"	"2063"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2063"
"P36506"	"Rat"	"mitogen-activated protein kinase kinase 2"	"2063"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2063"
"P46734"	"Human"	"mitogen-activated protein kinase kinase 3"	"2064"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2064"
"O09110"	"Mouse"	"mitogen-activated protein kinase kinase 3"	"2064"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2064"
"P45985"	"Human"	"mitogen-activated protein kinase kinase 4"	"2065"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2065"
"P47809"	"Mouse"	"mitogen-activated protein kinase kinase 4"	"2065"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2065"
"Q13163"	"Human"	"mitogen-activated protein kinase kinase 5"	"2066"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2066"
"Q9WVS7"	"Mouse"	"mitogen-activated protein kinase kinase 5"	"2066"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2066"
"Q62862"	"Rat"	"mitogen-activated protein kinase kinase 5"	"2066"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2066"
"P52564"	"Human"	"mitogen-activated protein kinase kinase 6"	"2067"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2067"
"P70236"	"Mouse"	"mitogen-activated protein kinase kinase 6"	"2067"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2067"
"Q925D6"	"Rat"	"mitogen-activated protein kinase kinase 6"	"2067"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2067"
"O14733"	"Human"	"mitogen-activated protein kinase kinase 7"	"2068"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2068"
"Q8CE90"	"Mouse"	"mitogen-activated protein kinase kinase 7"	"2068"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2068"
"Q4KSH7"	"Rat"	"mitogen-activated protein kinase kinase 7"	"2068"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2068"
"Q13233"	"Human"	"mitogen-activated protein kinase kinase kinase 1"	"2069"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2069"
"P53349"	"Mouse"	"mitogen-activated protein kinase kinase kinase 1"	"2069"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2069"
"Q62925"	"Rat"	"mitogen-activated protein kinase kinase kinase 1"	"2069"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2069"
"Q02779"	"Human"	"mitogen-activated protein kinase kinase kinase 10"	"2070"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2070"
"Q66L42"	"Mouse"	"mitogen-activated protein kinase kinase kinase 10"	"2070"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2070"
"Q16584"	"Human"	"mitogen-activated protein kinase kinase kinase 11"	"2071"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2071"
"Q80XI6"	"Mouse"	"mitogen-activated protein kinase kinase kinase 11"	"2071"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2071"
"Q66HA1"	"Rat"	"mitogen-activated protein kinase kinase kinase 11"	"2071"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2071"
"Q12852"	"Human"	"mitogen-activated protein kinase kinase kinase 12"	"2072"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2072"
"Q60700"	"Mouse"	"mitogen-activated protein kinase kinase kinase 12"	"2072"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2072"
"Q63796"	"Rat"	"mitogen-activated protein kinase kinase kinase 12"	"2072"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2072"
"O43283"	"Human"	"mitogen-activated protein kinase kinase kinase 13"	"2073"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2073"
"Q1HKZ5"	"Mouse"	"mitogen-activated protein kinase kinase kinase 13"	"2073"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2073"
"Q99558"	"Human"	"mitogen-activated protein kinase kinase kinase 14"	"2074"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2074"
"Q9WUL6"	"Mouse"	"mitogen-activated protein kinase kinase kinase 14"	"2074"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2074"
"Q6ZN16"	"Human"	"mitogen-activated protein kinase kinase kinase 15"	"2075"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2075"
"A2AQW0"	"Mouse"	"mitogen-activated protein kinase kinase kinase 15"	"2075"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2075"
"Q56UN5"	"Human"	"mitogen-activated protein kinase kinase kinase 19"	"2076"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2076"
"E9Q3S4"	"Mouse"	"mitogen-activated protein kinase kinase kinase 19"	"2076"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2076"
"Q9Y2U5"	"Human"	"mitogen-activated protein kinase kinase kinase 2"	"2077"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2077"
"Q61083"	"Mouse"	"mitogen-activated protein kinase kinase kinase 2"	"2077"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2077"
"Q99759"	"Human"	"mitogen-activated protein kinase kinase kinase 3"	"2078"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2078"
"Q61084"	"Mouse"	"mitogen-activated protein kinase kinase kinase 3"	"2078"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2078"
"Q9Y6R4"	"Human"	"mitogen-activated protein kinase kinase kinase 4"	"2079"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2079"
"O08648"	"Mouse"	"mitogen-activated protein kinase kinase kinase 4"	"2079"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2079"
"Q99683"	"Human"	"mitogen-activated protein kinase kinase kinase 5"	"2080"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2080"
"O35099"	"Mouse"	"mitogen-activated protein kinase kinase kinase 5"	"2080"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2080"
"O95382"	"Human"	"mitogen-activated protein kinase kinase kinase 6"	"2081"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2081"
"Q9WTR2"	"Mouse"	"mitogen-activated protein kinase kinase kinase 6"	"2081"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2081"
"O43318"	"Human"	"mitogen-activated protein kinase kinase kinase 7"	"2082"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2082"
"Q62073"	"Mouse"	"mitogen-activated protein kinase kinase kinase 7"	"2082"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2082"
"P0C8E4"	"Rat"	"mitogen-activated protein kinase kinase kinase 7"	"2082"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2082"
"P41279"	"Human"	"mitogen-activated protein kinase kinase kinase 8"	"2083"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2083"
"Q07174"	"Mouse"	"mitogen-activated protein kinase kinase kinase 8"	"2083"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2083"
"Q63562"	"Rat"	"mitogen-activated protein kinase kinase kinase 8"	"2083"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2083"
"P80192"	"Human"	"mitogen-activated protein kinase kinase kinase 9"	"2084"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2084"
"Q3U1V8"	"Mouse"	"mitogen-activated protein kinase kinase kinase 9"	"2084"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2084"
"Q92918"	"Human"	"mitogen-activated protein kinase kinase kinase kinase 1"	"2085"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2085"
"P70218"	"Mouse"	"mitogen-activated protein kinase kinase kinase kinase 1"	"2085"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2085"
"Q12851"	"Human"	"mitogen-activated protein kinase kinase kinase kinase 2"	"2086"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2086"
"Q61161"	"Mouse"	"mitogen-activated protein kinase kinase kinase kinase 2"	"2086"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2086"
"Q8IVH8"	"Human"	"mitogen-activated protein kinase kinase kinase kinase 3"	"2087"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2087"
"Q99JP0"	"Mouse"	"mitogen-activated protein kinase kinase kinase kinase 3"	"2087"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2087"
"Q924I2"	"Rat"	"mitogen-activated protein kinase kinase kinase kinase 3"	"2087"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2087"
"O95819"	"Human"	"mitogen-activated protein kinase kinase kinase kinase 4"	"2088"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2088"
"P97820"	"Mouse"	"mitogen-activated protein kinase kinase kinase kinase 4"	"2088"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2088"
"Q9Y4K4"	"Human"	"mitogen-activated protein kinase kinase kinase kinase 5"	"2089"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2089"
"Q8BPM2"	"Mouse"	"mitogen-activated protein kinase kinase kinase kinase 5"	"2089"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2089"
"Q8NB16"	"Human"	"mixed lineage kinase domain like pseudokinase"	"2106"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2106"
"Q9D2Y4"	"Mouse"	"mixed lineage kinase domain like pseudokinase"	"2106"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=2106"
"Q03111"	"Human"	"MLLT1 super elongation complex subunit"	"3183"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=3183"
"P03956"	"Human"	"MMP1"	"1628"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1628"
"Q9EPL5"	"Mouse"	"MMP1"	"1628"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1628"
"P81563"	"Rat"	"MMP1"	"1628"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1628"
"P09238"	"Human"	"MMP10"	"1634"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1634"
"O55123"	"Mouse"	"MMP10"	"1634"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1634"
"P07152"	"Rat"	"MMP10"	"1634"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1634"
"P24347"	"Human"	"MMP11"	"1635"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1635"
"Q02853"	"Mouse"	"MMP11"	"1635"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1635"
"Q499S5"	"Rat"	"MMP11"	"1635"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1635"
"P39900"	"Human"	"MMP12"	"1636"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1636"
"P34960"	"Mouse"	"MMP12"	"1636"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1636"
"Q63341"	"Rat"	"MMP12"	"1636"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1636"
"P45452"	"Human"	"MMP13"	"1637"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1637"
"P33435"	"Mouse"	"MMP13"	"1637"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1637"
"P23097"	"Rat"	"MMP13"	"1637"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1637"
"P50281"	"Human"	"MMP14"	"1638"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1638"
"P53690"	"Mouse"	"MMP14"	"1638"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1638"
"Q10739"	"Rat"	"MMP14"	"1638"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1638"
"P51511"	"Human"	"MMP15"	"1639"	"http://www.guidetopharmacology.org/GRAC/ObjectDisplayForward?objectId=1639"
